release_id,repository_name,predicted_probability,risk_tier,top_driver_1,top_driver_2,top_driver_3,recommendation_1,recommendation_2,recommendation_3
261850326,microsoft/vscode,0.5121955253301727,High,commit_count (contribution=0.107): The volume of commits before this release is unusually high or low.,"open_bugs_at_release_repo_z (contribution=0.094): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",pr_count (contribution=0.022): The number of pull requests merged before this release is unusually high or low.,"A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,Consider whether review capacity kept pace with PR volume for this release cycle.
263105607,microsoft/vscode,0.4732873174913744,High,"open_bugs_at_release_repo_z (contribution=0.096): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",avg_time_to_merge_hours (contribution=0.006): Pull requests before this release merged unusually quickly or slowly on average.,commit_count (contribution=0.005): The volume of commits before this release is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,Very fast merging paired with elevated risk may indicate reduced review scrutiny; consider a second reviewer pass on the highest-impact changes before shipping.,"A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
263768428,microsoft/vscode,0.4684454204759264,High,"open_bugs_at_release_repo_z (contribution=0.097): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",avg_time_to_merge_hours (contribution=0.006): Pull requests before this release merged unusually quickly or slowly on average.,"median_time_to_merge_hours (contribution=0.003): Same signal as avg_time_to_merge_hours, less sensitive to a few outlier PRs.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,Very fast merging paired with elevated risk may indicate reduced review scrutiny; consider a second reviewer pass on the highest-impact changes before shipping.,See avg_time_to_merge_hours recommendation.
265439624,microsoft/vscode,0.47847179892775576,High,"open_bugs_at_release_repo_z (contribution=0.099): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",commit_count (contribution=0.010): The volume of commits before this release is unusually high or low.,avg_time_to_merge_hours (contribution=0.005): Pull requests before this release merged unusually quickly or slowly on average.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume.",Very fast merging paired with elevated risk may indicate reduced review scrutiny; consider a second reviewer pass on the highest-impact changes before shipping.
269240526,microsoft/vscode,0.49507251660137336,High,"open_bugs_at_release_repo_z (contribution=0.102): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",commit_count (contribution=0.033): The volume of commits before this release is unusually high or low.,pr_count (contribution=0.010): The number of pull requests merged before this release is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume.",Consider whether review capacity kept pace with PR volume for this release cycle.
271252851,microsoft/vscode,0.49191638637026297,High,"open_bugs_at_release_repo_z (contribution=0.096): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.022): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",commit_count (contribution=0.013): The volume of commits before this release is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.","A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
275307407,microsoft/vscode,0.5005768558606072,High,"open_bugs_at_release_repo_z (contribution=0.093): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.042): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",commit_count (contribution=0.025): The volume of commits before this release is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.","A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
277418115,microsoft/vscode,0.4962757263801247,High,"open_bugs_at_release_repo_z (contribution=0.095): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.045): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",commit_count (contribution=0.019): The volume of commits before this release is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.","A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
279512009,microsoft/vscode,0.5009748933350379,High,"open_bugs_at_release_repo_z (contribution=0.096): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.046): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",commit_count (contribution=0.035): The volume of commits before this release is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.","A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
283135054,microsoft/vscode,0.500306327455971,High,"open_bugs_at_release_repo_z (contribution=0.098): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",commit_count (contribution=0.048): The volume of commits before this release is unusually high or low.,"prior_releases_avg_bugs_repo_z (contribution=0.046): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume.","Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release."
284958517,microsoft/vscode,0.4909834480416408,High,"open_bugs_at_release_repo_z (contribution=0.099): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.053): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",commit_count (contribution=0.012): The volume of commits before this release is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.","A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
285081339,microsoft/vscode,0.4792867917568822,High,"open_bugs_at_release_repo_z (contribution=0.099): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.053): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",avg_time_to_merge_hours (contribution=0.006): Pull requests before this release merged unusually quickly or slowly on average.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",Very fast merging paired with elevated risk may indicate reduced review scrutiny; consider a second reviewer pass on the highest-impact changes before shipping.
288512678,microsoft/vscode,0.5061949409695325,High,"open_bugs_at_release_repo_z (contribution=0.100): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.060): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",commit_count (contribution=0.036): The volume of commits before this release is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.","A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
293129552,microsoft/vscode,0.5154410419117957,High,"open_bugs_at_release_repo_z (contribution=0.102): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.066): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",commit_count (contribution=0.064): The volume of commits before this release is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.","A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
294156116,microsoft/vscode,0.48950686052786996,High,"open_bugs_at_release_repo_z (contribution=0.102): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.071): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",avg_time_to_merge_hours (contribution=0.006): Pull requests before this release merged unusually quickly or slowly on average.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",Very fast merging paired with elevated risk may indicate reduced review scrutiny; consider a second reviewer pass on the highest-impact changes before shipping.
294646386,microsoft/vscode,0.4847726575217303,High,"open_bugs_at_release_repo_z (contribution=0.103): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.071): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",pct_merged (contribution=0.012): The share of this cycle's PRs that were merged (vs. closed unmerged) is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",A low merge rate paired with elevated risk may indicate churn or disagreement during review; investigate closed-unmerged PRs for recurring concerns.
298469024,microsoft/vscode,0.5094079018331503,High,"open_bugs_at_release_repo_z (contribution=0.106): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.082): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",commit_count (contribution=0.030): The volume of commits before this release is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.","A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
301163165,microsoft/vscode,0.5104880620727058,High,"open_bugs_at_release_repo_z (contribution=0.107): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.088): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",commit_count (contribution=0.030): The volume of commits before this release is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.","A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
304148026,microsoft/vscode,0.5111121455650307,High,"open_bugs_at_release_repo_z (contribution=0.107): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.088): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",commit_count (contribution=0.030): The volume of commits before this release is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.","A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
306501291,microsoft/vscode,0.5071435048936436,High,"open_bugs_at_release_repo_z (contribution=0.108): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.100): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",commit_count (contribution=0.016): The volume of commits before this release is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.","A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
309286222,microsoft/vscode,0.5111801544880678,High,"open_bugs_at_release_repo_z (contribution=0.109): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.106): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",commit_count (contribution=0.022): The volume of commits before this release is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.","A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
309915674,microsoft/vscode,0.5041443326370335,High,"open_bugs_at_release_repo_z (contribution=0.108): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.","prior_releases_avg_bugs_repo_z (contribution=0.106): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).",pct_merged (contribution=0.032): The share of this cycle's PRs that were merged (vs. closed unmerged) is unusually high or low.,For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",A low merge rate paired with elevated risk may indicate churn or disagreement during review; investigate closed-unmerged PRs for recurring concerns.
311091911,microsoft/vscode,0.49837699704642063,High,"prior_releases_avg_bugs_repo_z (contribution=0.110): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.107): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",pct_merged (contribution=0.006): The share of this cycle's PRs that were merged (vs. closed unmerged) is unusually high or low.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,A low merge rate paired with elevated risk may indicate churn or disagreement during review; investigate closed-unmerged PRs for recurring concerns.
312162617,microsoft/vscode,0.4950128295368993,High,"prior_releases_avg_bugs_repo_z (contribution=0.110): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.108): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",avg_time_to_merge_hours (contribution=0.006): Pull requests before this release merged unusually quickly or slowly on average.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,Very fast merging paired with elevated risk may indicate reduced review scrutiny; consider a second reviewer pass on the highest-impact changes before shipping.
